repositoryUrl,status,ecosystem,registry_url,dependent_packages_count,dependent_repos_count,docker_dependents_count,docker_downloads_count,downloads,downloads_period,last_synced_at
https://github.com/storybookjs/storybook,OK,npm,https://www.npmjs.com/package/@storybook/addons,11683,68101,250,430032405,35180310,last-month,2023-08-30T12:48:48.673Z
https://github.com/nestjs/nest,OK,npm,https://www.npmjs.com/package/@nestjs/common,6196,78848,1526,160407634,12166565,last-month,2023-08-31T12:00:10.549Z
https://github.com/securingsincity/react-ace,OK,npm,https://www.npmjs.com/package/react-ace,780,10117,244,25524519,1568062,last-month,2023-08-30T08:28:26.367Z
https://github.com/javascript-obfuscator/javascript-obfuscator,OK,npm,https://www.npmjs.com/package/javascript-obfuscator,671,1650,13,3262,615240,last-month,2023-08-31T12:00:03.495Z
https://github.com/modularcode/modular-admin-html,OK,npm,https://www.npmjs.com/package/modular-admin-html,2,1,null,null,30,last-month,2023-08-31T12:00:06.096Z
https://github.com/discordjs/discord.js,OK,npm,https://www.npmjs.com/package/discord.js,4946,52482,202,20174971,1449117,last-month,2023-08-29T07:02:32.964Z
https://github.com/diegomura/react-pdf,OK,npm,https://www.npmjs.com/package/@react-pdf/renderer,152,3319,47,159314228,1443537,last-month,2023-08-29T01:05:06.419Z
https://github.com/asciidocfx/AsciidocFX,No lookups,null,null,null,null,null,null,null,null,null
https://github.com/PokeAPI/pokeapi,OK,go,https://pkg.go.dev/github.com/PokeAPI/pokeapi,0,0,null,null,null,null,2023-08-31T12:01:07.996Z
https://github.com/xmake-io/xmake,No lookups,null,null,null,null,null,null,null,null,null
https://github.com/allure-framework/allure2,OK,maven,https://repo.maven.apache.org/maven2/io/qameta/allure/allure-commandline/,3,77,null,null,null,null,2023-08-28T05:02:32.527Z
https://github.com/ngrx/platform,OK,npm,https://www.npmjs.com/package/@ngrx/store,771,27686,28,5696,2417825,last-month,2023-08-31T12:02:09.479Z
https://github.com/EFPrefix/EFQRCode,OK,cocoapods,https://cocoapods.org/pods/EFQRCode,6,381,null,null,null,null,2023-08-31T12:01:15.319Z
https://github.com/localstack/localstack,OK,maven,https://repo.maven.apache.org/maven2/cloud/localstack/localstack-utils/,20,125,null,null,null,null,2023-08-31T12:01:09.421Z
https://github.com/ifmeorg/ifme,No lookups,null,null,null,null,null,null,null,null,null
https://github.com/poooi/poi,No lookups,null,null,null,null,null,null,null,null,null
https://github.com/http4k/http4k,OK,maven,https://repo.maven.apache.org/maven2/org/http4k/http4k-core/,133,181,null,null,null,null,2023-08-31T12:02:14.161Z
https://github.com/WPBP/WordPress-Plugin-Boilerplate-Powered,No lookups,null,null,null,null,null,null,null,null,null
https://github.com/orchidsoftware/platform,OK,packagist,https://packagist.org/packages/orchid/platform#,39,186,1,4,972591,total,2023-08-31T12:01:15.906Z
https://github.com/jscad/OpenJSCAD.org,OK,npm,https://www.npmjs.com/package/@jscad/stl-serializer,11,71,null,null,2781,last-month,2023-08-31T12:02:32.084Z
https://github.com/vuejs/vue,OK,npm,https://www.npmjs.com/package/vue-template-compiler,69989,709248,953,1224156850,11495213,last-month,2023-08-31T12:02:48.444Z
https://github.com/typeorm/typeorm,OK,npm,https://www.npmjs.com/package/typeorm,2970,51340,900,118035302,6321038,last-month,2023-08-30T21:51:08.584Z
https://github.com/idyll-lang/idyll,OK,npm,https://www.npmjs.com/package/idyll,3,93,null,null,398,last-month,2023-08-31T12:04:47.833Z
https://github.com/requarks/wiki,OK,go,https://pkg.go.dev/github.com/requarks/wiki,0,0,null,null,null,null,2023-08-27T19:05:43.15Z
https://github.com/lets-blade/blade,OK,maven,https://repo.maven.apache.org/maven2/com/bladejava/blade-mvc/,10,136,null,null,null,null,2023-08-31T12:04:37.466Z
https://github.com/tosdr/tosdr.org,No lookups,null,null,null,null,null,null,null,null,null
https://github.com/ellie-app/ellie,No lookups,null,null,null,null,null,null,null,null,null
https://github.com/lesspass/lesspass,OK,pypi,https://pypi.org/project/lesspass/,0,2,null,null,336,last-month,2023-08-31T12:04:49.361Z
https://github.com/buttercup/buttercup-desktop,No lookups,null,null,null,null,null,null,null,null,null
https://github.com/qax-os/excelize,OK,go,https://pkg.go.dev/github.com/qax-os/excelize/v2,0,0,null,null,null,null,2023-08-31T11:04:02.941Z
https://github.com/openfl/openfl,OK,npm,https://www.npmjs.com/package/openfl,6,25,null,null,1563,last-month,2023-08-31T12:04:46.537Z
https://github.com/visjs/vis-network,OK,npm,https://www.npmjs.com/package/vis-network,93,1192,37,11401607,324855,last-month,2023-08-31T12:04:53.676Z
https://github.com/LWJGL/lwjgl3,OK,maven,https://repo.maven.apache.org/maven2/org/lwjgl/lwjgl/,173,873,null,null,null,null,2023-08-31T12:04:48.211Z
https://github.com/wallabag/wallabag,OK,packagist,https://packagist.org/packages/wallabag/wallabag#,0,4,null,null,2071,total,2023-08-31T12:04:48.282Z
https://github.com/kataras/iris,OK,go,https://pkg.go.dev/github.com/kataras/iris/v12,821,4148,31,23431,null,null,2023-08-31T12:04:51.243Z
https://github.com/TryGhost/Ghost,OK,npm,https://www.npmjs.com/package/ghost,8,468,40,471129971,49947,last-month,2023-08-31T12:05:08.885Z
https://github.com/badges/shields,OK,npm,https://www.npmjs.com/package/badge-maker,21,631,26,4212028,78836,last-month,2023-08-31T12:05:08.932Z
https://github.com/apiato/apiato,OK,packagist,https://packagist.org/packages/apiato/apiato#,0,1,null,null,23998,total,2023-08-31T12:05:05.566Z
https://github.com/bootstrap-vue/bootstrap-vue,OK,npm,https://www.npmjs.com/package/bootstrap-vue,994,50893,177,410059782,1474303,last-month,2023-08-31T12:05:16.181Z
https://github.com/openemr/openemr,No lookups,null,null,null,null,null,null,null,null,null
https://github.com/laradock/laradock,OK,go,https://pkg.go.dev/github.com/LaraDock/laradock,0,0,null,null,null,null,2023-08-31T12:05:08.171Z
https://github.com/material-theme/vsc-material-theme,No lookups,null,null,null,null,null,null,null,null,null
https://github.com/ArchiveTeam/grab-site,No lookups,null,null,null,null,null,null,null,null,null
https://github.com/jhipster/generator-jhipster,OK,npm,https://www.npmjs.com/package/generator-jhipster,194,12842,18,2342908,107806,last-month,2023-08-31T12:05:18.096Z
https://github.com/remy/nodemon,OK,npm,https://www.npmjs.com/package/nodemon,33618,1165949,7413,696845845,22333869,last-month,2023-08-29T20:55:55.964Z
https://github.com/ActivityWatch/activitywatch,OK,go,https://pkg.go.dev/github.com/ActivityWatch/activitywatch,0,0,null,null,null,null,2023-08-30T22:31:05.848Z
https://github.com/mybb/mybb,No lookups,null,null,null,null,null,null,null,null,null
https://github.com/anticensority/runet-censorship-bypass,No lookups,null,null,null,null,null,null,null,null,null
https://github.com/verdaccio/verdaccio,OK,npm,https://www.npmjs.com/package/verdaccio,178,4188,1811,393265345,505189,last-month,2023-08-31T12:05:47.567Z
https://github.com/dizitart/jbus,OK,maven,https://repo.maven.apache.org/maven2/org/dizitart/jbus/,0,2,null,null,null,null,2023-08-31T12:05:15.068Z
https://github.com/final-form/react-final-form,OK,npm,https://www.npmjs.com/package/react-final-form,620,10605,56,22395951,1503174,last-month,2023-08-31T12:05:25.697Z
https://github.com/strapi/strapi,OK,npm,https://www.npmjs.com/package/strapi-utils,167,4257,21,494,68683,last-month,2023-08-28T20:22:28.323Z
https://github.com/falconry/falcon,OK,pypi,https://pypi.org/project/falcon/,36,3310,64,573533,596826,last-month,2023-08-31T12:05:23.968Z
https://github.com/OpenSID/OpenSID,No lookups,null,null,null,null,null,null,null,null,null
https://github.com/char0n/ramda-adjunct,OK,npm,https://www.npmjs.com/package/ramda-adjunct,206,607,32,37012718,1124336,last-month,2023-08-31T12:05:25.433Z
https://github.com/Hexworks/zircon,OK,maven,https://repo.maven.apache.org/maven2/org/hexworks/zircon/zircon.jvm.swing/,1,15,null,null,null,null,2023-08-31T01:35:23.99Z
https://github.com/ccxt/ccxt,OK,npm,https://www.npmjs.com/package/ccxt,112,767,67,69292,124486,last-month,2023-08-31T13:19:25.218Z
https://github.com/cboard-org/cboard,No lookups,null,null,null,null,null,null,null,null,null
https://github.com/retejs/rete,OK,npm,https://www.npmjs.com/package/rete,34,115,1,16,25094,last-month,2023-08-31T12:05:33.348Z
https://github.com/Fody/Fody,No lookups,null,null,null,null,null,null,null,null,null
https://github.com/erxes/erxes,OK,npm,https://www.npmjs.com/package/erxes,1,1,null,null,2299,last-month,2023-08-31T12:06:20.17Z
https://github.com/LeanerCloud/AutoSpotting,No lookups,null,null,null,null,null,null,null,null,null
https://github.com/rollup/rollup,OK,npm,https://www.npmjs.com/package/rollup,130346,782153,4593,1069113472,62782509,last-month,2023-08-30T21:29:06.325Z
https://github.com/wenzhixin/bootstrap-table,OK,npm,https://www.npmjs.com/package/bootstrap-table,37,1132,23,33681309,659611,last-month,2023-08-31T12:05:49.478Z
https://github.com/altair-graphql/altair,OK,npm,https://www.npmjs.com/package/altair-static,14,333,6,236,78531,last-month,2023-08-31T12:06:21.251Z
https://github.com/AzuraCast/AzuraCast,OK,packagist,https://packagist.org/packages/azuracast/azuracast#,0,0,null,null,27366,total,2023-08-31T12:10:51.38Z
https://github.com/styleguidist/react-styleguidist,OK,npm,https://www.npmjs.com/package/react-styleguidist,2136,2797,10,123621,381810,last-month,2023-08-30T12:14:58.655Z
https://github.com/goreleaser/goreleaser,OK,go,https://pkg.go.dev/github.com/goreleaser/goreleaser,644,3422,25,136693,null,null,2023-08-31T12:05:45.425Z
https://github.com/Level/levelup,OK,npm,https://www.npmjs.com/package/levelup,1223,77587,2033,552440638,2675551,last-month,2023-08-27T19:29:05.995Z
https://github.com/docsifyjs/docsify,OK,npm,https://www.npmjs.com/package/docsify,198,1684,14,559,335673,last-month,2023-08-30T13:28:25.77Z
https://github.com/sbc/django-uploadify-s3,No lookups,null,null,null,null,null,null,null,null,null
https://github.com/mapeditor/tiled,OK,npm,https://www.npmjs.com/package/@mapeditor/tiled-api,1,7,null,null,1625,last-month,2023-08-31T12:06:11.528Z
https://github.com/accounts-js/accounts,OK,npm,https://www.npmjs.com/package/@accounts/server,40,173,6,9674041,7096,last-month,2023-08-31T12:06:12.454Z
https://github.com/redom/redom,OK,npm,https://www.npmjs.com/package/redom,51,155,null,null,11305,last-month,2023-08-31T12:06:11.942Z
https://github.com/chamilo/chamilo-lms,No lookups,null,null,null,null,null,null,null,null,null
https://github.com/hoaproject/Ruler,OK,packagist,https://packagist.org/packages/hoa/ruler#,16,103,6,31871,2489808,total,2023-08-31T12:06:12.171Z
https://github.com/BioJulia/Bio.jl,OK,julia,https://juliahub.com/ui/Packages/Bio/FLUQr/,0,8,null,null,null,last-month,2023-08-27T21:05:18.599Z
https://github.com/nusmodifications/nusmods,OK,npm,https://www.npmjs.com/package/nusmoderator,1,7,null,null,900,last-month,2023-08-31T12:06:22.828Z
https://github.com/natario1/CameraView,OK,maven,https://repo.maven.apache.org/maven2/com/otaliastudios/cameraview/,6,183,null,null,null,null,2023-08-31T12:06:13.124Z
https://github.com/lusaxweb/vuesax,OK,npm,https://www.npmjs.com/package/vuesax,25,1218,1,23,31889,last-month,2023-08-31T12:06:20.794Z
https://github.com/croogo/croogo,OK,packagist,https://packagist.org/packages/croogo/croogo#,19,45,null,null,15286,total,2023-08-31T12:06:19.852Z
https://github.com/electron/electron,OK,npm,https://www.npmjs.com/package/electron,4737,93246,200,23757813,2844117,last-month,2023-08-30T21:40:39.136Z
https://github.com/SpaceVim/SpaceVim,OK,go,https://pkg.go.dev/github.com/SpaceVim/SpaceVim,0,0,null,null,null,null,2023-08-31T12:06:20.062Z
https://github.com/thelounge/thelounge,OK,npm,https://www.npmjs.com/package/thelounge,11,7,2,11860868,4121,last-month,2023-08-31T12:06:24.378Z
https://github.com/darkreader/darkreader,OK,npm,https://www.npmjs.com/package/darkreader,25,411,27,16214388,81747,last-month,2023-08-31T11:28:15.323Z
https://github.com/framework7io/framework7,OK,npm,https://www.npmjs.com/package/framework7,62,999,3,316,25941,last-month,2023-08-31T12:06:55.109Z
https://github.com/celery/celery,OK,pypi,https://pypi.org/project/celery/,224,40119,1130,603360351,7382651,last-month,2023-08-31T10:51:19.409Z
https://github.com/kriasoft/react-app,OK,npm,https://www.npmjs.com/package/react-app,25,387,22,1472,21000,last-month,2023-08-31T12:06:58.86Z
https://github.com/shanalikhan/code-settings-sync,No lookups,null,null,null,null,null,null,null,null,null
https://github.com/Radarr/Radarr,OK,alpine,https://pkgs.alpinelinux.org/package/edge/testing/x86_64/radarr-openrc,0,0,null,null,null,null,2023-08-30T04:26:43.228Z
https://github.com/keepassxreboot/keepassxc,No lookups,null,null,null,null,null,null,null,null,null
https://github.com/jantimon/html-webpack-plugin,OK,npm,https://www.npmjs.com/package/html-webpack-plugin,60446,2208990,8880,1878103216,58056267,last-month,2023-08-31T12:07:18.412Z
https://github.com/degree9/meta,No lookups,null,null,null,null,null,null,null,null,null
https://github.com/marktext/marktext,No lookups,null,null,null,null,null,null,null,null,null
https://github.com/recp/cglm,OK,cocoapods,https://cocoapods.org/pods/cglm,0,1,null,null,null,null,2023-08-27T19:06:12.88Z
https://github.com/Lidarr/Lidarr,OK,alpine,https://pkgs.alpinelinux.org/package/edge/testing/x86_64/lidarr,0,0,null,null,null,null,2023-08-31T00:45:21.46Z
https://github.com/pact-foundation/pact-ruby,OK,rubygems,https://rubygems.org/gems/pact,13,579,72,424115277,15532203,total,2023-08-31T12:07:01.348Z
https://github.com/Dolibarr/dolibarr,OK,packagist,https://packagist.org/packages/dolibarr/dolibarr#,0,5,null,null,4825,total,2023-08-31T11:24:13.518Z
https://github.com/go-task/task,OK,go,https://pkg.go.dev/github.com/go-task/task/v3,15,34,21,379691,null,null,2023-08-31T12:07:01.339Z
https://github.com/ngxs/store,OK,npm,https://www.npmjs.com/package/@ngxs/store,70,1978,null,null,423039,last-month,2023-08-31T12:07:19.54Z
https://github.com/curl/curl,OK,conda,https://anaconda.org/anaconda/ca-certificates,1,3409,null,null,null,null,2023-08-30T14:18:55.695Z
https://github.com/go-gitea/gitea,OK,go,https://pkg.go.dev/github.com/go-gitea/gitea,0,41,null,null,null,null,2023-08-31T12:07:08.091Z
https://github.com/getfider/fider,OK,go,https://pkg.go.dev/github.com/getfider/fider,0,0,null,null,null,null,2023-08-31T12:07:09.707Z
https://github.com/asciidoctor/asciidoctor,OK,rubygems,https://rubygems.org/gems/asciidoctor,133,6586,246,427163092,28975937,total,2023-08-31T09:04:12.2Z
https://github.com/rsuite/rsuite,OK,npm,https://www.npmjs.com/package/rsuite,155,1914,17,1104,258281,last-month,2023-08-31T12:07:35.706Z
https://github.com/foxhound87/mobx-react-form,OK,npm,https://www.npmjs.com/package/mobx-react-form,25,217,null,null,28057,last-month,2023-08-31T09:07:51.937Z
https://github.com/mallowigi/mtslack,OK,npm,https://www.npmjs.com/package/mtslack,2,0,null,null,192,last-month,2023-08-31T12:07:21.398Z
https://github.com/nock/nock,OK,npm,https://www.npmjs.com/package/nock,12278,130286,596,544201852,12119419,last-month,2023-08-31T12:07:36.076Z
https://github.com/olistic/warriorjs,OK,npm,https://www.npmjs.com/package/@warriorjs/core,2,5,null,null,63,last-month,2023-08-31T12:07:36.096Z
https://github.com/sopel-irc/sopel,No lookups,null,null,null,null,null,null,null,null,null
https://github.com/dimatill/graphql-shield,No lookups,null,null,null,null,null,null,null,null,null
https://github.com/vanilla-rtb/awesome-rtb,No lookups,null,null,null,null,null,null,null,null,null
https://github.com/openintents/filemanager,No lookups,null,null,null,null,null,null,null,null,null
https://github.com/avored/laravel-ecommerce,OK,packagist,https://packagist.org/packages/avored/laravel-ecommerce#,0,0,null,null,10075,total,2023-08-31T09:06:22.312Z
https://github.com/marshmallow-code/marshmallow,OK,pypi,https://pypi.org/project/marshmallow/,330,22877,1319,1480307019,26966012,last-month,2023-08-31T12:07:36.021Z
https://github.com/Catel/Catel,No lookups,null,null,null,null,null,null,null,null,null
https://github.com/Binaryify/OneDark-Pro,No lookups,null,null,null,null,null,null,null,null,null
https://github.com/moleculerjs/moleculer,OK,npm,https://www.npmjs.com/package/moleculer,405,972,47,159405589,221307,last-month,2023-08-31T12:07:39.32Z
https://github.com/ponylang/ponyc,OK,docker,https://hub.docker.com/r/ponylang/ponyc,0,21,null,null,359300,total,2023-08-31T12:07:41.985Z
https://github.com/tabler/tabler,OK,npm,https://www.npmjs.com/package/@tabler/core,9,107,4,33,176584,last-month,2023-08-31T12:07:41.292Z
https://github.com/express-validator/express-validator,OK,npm,https://www.npmjs.com/package/express-validator,8240,71253,987,9023864,2058978,last-month,2023-08-31T12:07:58.387Z
https://github.com/jekyll/jekyll,OK,rubygems,https://rubygems.org/gems/jekyll,2139,490112,761,111282730,24859260,total,2023-08-30T15:40:01.845Z
https://github.com/pods-framework/pods,OK,packagist,https://packagist.org/packages/pods-framework/pods#,0,9,null,null,1413,total,2023-08-31T10:44:52.243Z
https://github.com/BrainJS/brain.js,OK,npm,https://www.npmjs.com/package/brain.js,79,631,null,null,28058,last-month,2023-08-31T00:40:29.368Z
https://github.com/codeuino/social-platform-donut-frontend,No lookups,null,null,null,null,null,null,null,null,null
https://github.com/ariakit/ariakit,OK,npm,https://www.npmjs.com/package/ariakit,22,118,1,77,219102,last-month,2023-08-29T05:27:14.345Z
https://github.com/mint-lang/mint,No lookups,null,null,null,null,null,null,null,null,null
https://github.com/catfan/Medoo,OK,packagist,https://packagist.org/packages/catfan/medoo#,190,679,4,39,1003906,total,2023-08-31T12:07:57.744Z
https://github.com/pastelsky/bundlephobia,OK,go,https://pkg.go.dev/github.com/pastelsky/bundlephobia,0,0,null,null,null,null,2023-08-31T12:08:06.002Z
https://github.com/cheton/infinite-tree,OK,npm,https://www.npmjs.com/package/infinite-tree,9,42,2,54,3798,last-month,2023-08-31T12:03:46.083Z
https://github.com/vulhub/vulhub,No lookups,null,null,null,null,null,null,null,null,null
https://github.com/peers/peerjs,OK,npm,https://www.npmjs.com/package/peerjs,149,1914,3,37,100622,last-month,2023-08-31T12:08:12.973Z
https://github.com/wojtekmaj/react-calendar,OK,npm,https://www.npmjs.com/package/react-calendar,291,12059,84,18553,1927084,last-month,2023-08-30T17:27:32.071Z
https://github.com/wojtekmaj/react-pdf,OK,npm,https://www.npmjs.com/package/react-pdf,424,7693,56,68486,2796218,last-month,2023-08-30T13:28:20.814Z
https://github.com/wojtekmaj/react-date-picker,OK,npm,https://www.npmjs.com/package/react-date-picker,178,4681,32,15195,604963,last-month,2023-08-30T13:03:12.081Z
https://github.com/dooboolab-community/react-native-iap,OK,npm,https://www.npmjs.com/package/react-native-iap,15,224,null,null,111209,last-month,2023-08-31T12:08:24.92Z
https://github.com/opensourcediversity/opensourcediversity.org,No lookups,null,null,null,null,null,null,null,null,null
https://github.com/OI-wiki/OI-wiki,No lookups,null,null,null,null,null,null,null,null,null
https://github.com/backyourstack/backyourstack,No lookups,null,null,null,null,null,null,null,null,null
https://github.com/xlayers/xlayers,No lookups,null,null,null,null,null,null,null,null,null
https://github.com/db-migrate/node-db-migrate,OK,npm,https://www.npmjs.com/package/db-migrate,156,2821,36,76125,442380,last-month,2023-08-31T12:08:21.473Z
https://github.com/MichaelMure/git-bug,OK,homebrew,https://formulae.brew.sh/formula/git-bug,0,2,null,null,39,last-month,2023-08-31T12:08:21.111Z
https://github.com/statelyai/xstate,OK,npm,https://www.npmjs.com/package/xstate,685,107428,129,2546736,5872394,last-month,2023-08-31T12:08:37.57Z
https://github.com/staltz/manyverse,No lookups,null,null,null,null,null,null,null,null,null
https://github.com/gregberge/svgr,OK,npm,https://www.npmjs.com/package/@svgr/core,625,1842062,2801,34883298,29181586,last-month,2023-08-29T04:29:11.599Z
https://github.com/vuetifyjs/vuetify,OK,npm,https://www.npmjs.com/package/vuetify,2123,79231,178,5087146,1939035,last-month,2023-08-30T00:52:32.238Z
https://github.com/AssemblyScript/assemblyscript,OK,npm,https://www.npmjs.com/package/@assemblyscript/loader,165,146663,290,40346478,9459410,last-month,2023-08-30T14:11:43.397Z
https://github.com/argos-ci/jest-puppeteer,OK,npm,https://www.npmjs.com/package/spawnd,17,17266,160,96766,2475748,last-month,2023-08-30T21:36:47.603Z
